ShipmentID,ShipDate,Route,Carrier,WeightKg,Cost,TransitDays,OnTime
703031,2024-12-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1358.0,733.16,2,Y
704795,2024-01-08,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1883.0,1111.96,3,Y
704697,2024-02-29,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,920.0,540.42,2,Y
700910,2025-06-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2169.0,876.67,2,Y
701962,2024-06-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2679.0,1112.99,1,Y
704184,2025-10-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1078.0,699.43,2,N
700567,2024-05-15,UK Landbridge (Dublin-Holyhead), Nordic Freight Lines ,2451.0,977.64,1,Y
701845,2024-03-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1741.0,639.44,1,Y
705207,2024-06-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,294.0,139.77,2,N
701999,2025-06-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1734.0,691.04,2,Y
703089,2024-11-10,EU Direct (Dublin-Cherbourg),Celtic Sealink,2972.0,1602.69,2,Y
702146,2024-11-27,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3560.0,1450.39,1,Y
704792,2025-04-21,EU Direct (Rosslare-Dunkirk), Atlantic Cargo Ferries ,1362.0,879.73,2,Y
701663,2025-04-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1848.0,659.99,1,Y
705245,2025-07-04,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1015.0,641.05,1,Y
700043,2024-10-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1825.0,679.62,1,N
705405,2024-01-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2206.0,1046.96,2,Y
705449,2024-11-25,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3646.0,2303.71,2,Y
704750,2025-05-03,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3753.0,1735.41,2,Y
700537,2024-09-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1711.0,731.22,1,Y
702592,2024-11-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,800.0,357.77,1,N
704554,2025-08-03,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1665.0,1013.45,2,Y
702571,2024-01-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2229.0,902.15,1,Y
705191,2025-05-31,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1858.0,992.52,2,Y
704968,2025-06-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1624.0,1056.56,2,N
702372,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1423.0,622.33,1,Y
701160,2025-09-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2311.0,910.79,2,Y
703123,2024-08-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,1344.0,789.75,2,Y
700354,2024-11-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2668.0,1197.74,1,N
701561,2025-05-26,UK Landbridge (Dublin-Holyhead), Celtic Sealink ,1892.0,766.98,1,Y
701648,2025-01-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3093.0,1118.35,1,Y
703960,2025-08-16,EU Direct (Dublin-Cherbourg),atlantic cargo ferries,1430.0,879.73,1,Y
703829,2025-12-16,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2616.0,1783.17,2,Y
701572,2024-09-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,340.0,143.45,1,Y
702144,2025-05-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1511.0,613.97,1,Y
705997,2024-04-04,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2627.0,1771.47,2,Y
702058,2024-08-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1310.0,571.08,1,Y
704343,2025-01-19,EU Direct (Dublin-Cherbourg),Celtic Sealink,-75.0,41.2,2,Y
702660,2024-04-16,UK Landbridge (Dublin-Holyhead),NORDIC FREIGHT LINES,819.0,322.24,1,Y
705979,2025-07-10,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1678.0,973.0,3,Y
702870,2025-11-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1132.0,461.45,2,Y
702562,2025-05-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1964.0,741.31,1,Y
700180,2025-05-08,UK Landbridge (Dublin-Holyhead),CELTIC SEALINK,650.0,262.1,1,Y
704283,2024-11-26,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1891.0,1310.6,3,Y
702583,2025-08-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1657.0,629.24,1,Y
703095,2025-06-28,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,460.0,301.89,2,Y
704824,2024-04-11,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2303.0,1244.13,2,Y
705414,2024-04-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2234.0,1509.88,2,Y
704781,2024-04-14,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2574.0,1730.99,3,Y
704947,2024-11-26,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1467.0,753.1,2,Y
702403,2024-08-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2159.0,908.86,1,Y
703729,2025-02-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1937.0,1225.1,2,N
705904,2025-09-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1067.0,650.11,2,Y
701579,2024-10-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1697.0,684.86,1,Y
705480,2025-07-05,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1680.0,833.91,2,Y
705116,2024-06-29,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,335.0,168.12,3,Y
702234,2024-04-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1904.0,834.2,1,Y
703816,2024-05-06,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,53.0,33.46,2,Y
701864,2025-03-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1048.0,401.64,1,Y
705781,2025-11-03,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2679.0,1786.73,3,Y
704300,2025-03-03,EU Direct (Dublin-Cherbourg),Celtic Sealink,917.0,522.41,2,Y
705034,2025-11-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2016.0,1290.76,2,Y
701427,2024-08-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2041.0,869.28,1,Y
701913,2025-06-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2536.0,902.5,1,Y
702055,2025-02-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,165.0,66.17,1,Y
705288,2024-06-15,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1948.0,1155.23,1,Y
705377,2024-11-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1305.0,683.63,2,Y
701597,2025-10-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1064.0,471.39,2,Y
700225,2024-03-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,402.0,165.54,1,Y
703191,2025-08-28,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3081.0,2165.85,1,Y
704183,2024-03-10,EU Direct (Dublin-Cherbourg),Celtic Sealink,301.0,168.82,2,N
705016,2025-11-11,EU Direct (Rosslare-Dunkirk),NORDIC FREIGHT LINES,204.0,101.74,2,Y
700478,2025-12-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2291.0,871.05,1,Y
700029,2024-11-24,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2003.0,811.21,1,Y
702772,2025-01-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1003.0,390.61,1,Y
704303,2025-08-28,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1787.0,1184.41,2,Y
702137,2024-11-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3367.0,1228.69,1,N
704607,2025-06-18,EU Direct (Dublin-Cherbourg),Celtic Sealink,1319.0,794.17,2,Y
701226,2025-11-30,UK Landbridge (Dublin-Holyhead),Celtic Sealink,639.0,252.95,1,Y
701283,2025-05-06,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1754.0,701.19,1,Y
703033,2025-09-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,1688.0,983.52,2,Y
700887,2024-06-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1421.0,586.15,1,Y
705095,2025-09-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1349.0,635.02,2,Y
700109,2024-04-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2569.0,976.06,1,Y
703221,2025-02-14,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3249.0,2071.13,2,Y
705211,2024-04-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1225.0,571.0,3,Y
704134,2025-08-12,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1459.0,1032.08,1,Y
705284,2024-07-20,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3139.0,2052.53,1,N
705362,2025-11-03,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1902.0,1138.15,2,Y
700048,2024-11-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,290.0,115.85,1,Y
705134,2025-11-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1141.0,752.29,2,Y
705957,2025-12-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1913.0,961.71,2,Y
705921,2025-06-05,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,212.0,140.3,2,Y
703364,2025-05-14,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2682.0,1857.11,2,Y
703925,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2407.0,1378.28,3,Y
704655,2024-11-15,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2682.0,1641.96,2,Y
701934,2024-09-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,701.0,278.18,1,Y
701984,2025-10-30,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1550.0,671.2,1,Y
702113,2025-04-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1819.0,705.23,1,Y
702086,2024-08-13,UK Landbridge (Dublin-Holyhead), Celtic Sealink ,2439.0,1067.97,1,Y
701738,2024-07-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1380.0,563.8,1,Y
705495,2024-01-28,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,50,32.87,1,Y
700019,2025-05-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2982.0,1345.17,1,Y
705230,2025-07-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1446.0,717.8,2,Y
700918,2025-08-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1981.0,881.43,1,Y
701939,2025-09-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1626.0,615.45,1,Y
703204,2024-01-13,EU Direct (Dublin-Cherbourg),celtic sealink,1292.0,695.29,2,Y
703353,2024-06-07,EU Direct (Dublin-Cherbourg),Celtic Sealink,1759.0,947.21,3,Y
701453,2025-04-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1919.0,685.46,1,Y
705947,2025-07-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1790.0,1051.72,2,Y
700844,2024-10-07,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3646.0,1647.43,1,Y
705263,2024-08-16,EU Direct (Rosslare-Dunkirk),NORDIC FREIGHT LINES,1410.0,742.39,2,Y
704198,2025-04-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2260.0,1590.02,3,Y
700627,2024-02-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50,21.87,1,Y
700606,2025-05-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2755.0,1010.97,1,Y
700658,2025-11-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2450.0,1061.34,1,Y
700717,2024-09-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,827.0,321.89,1,Y
700173,2025-03-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1994.0,895.57,1,Y
704740,2024-11-24,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,50,29.73,2,Y
700958,2024-06-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,505.0,183.05,1,Y
704510,2024-09-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2600.0,1840.09,1,Y
702871,2025-06-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,987.0,433.86,1,Y
705759,2024-02-28,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3704.0,2354.26,2,Y
705329,2024-02-04,EU Direct (Rosslare-Dunkirk),nordic freight lines,2515.0,1190.83,2,Y
701685,2024-06-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1813.0,731.9,1,Y
705713,2024-02-18,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2250.0,1155.44,2,N
700193,2025-05-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2049.0,782.71,1,Y
700381,2024-10-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2116.0,754.01,1,Y
705612,2024-01-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2772.0,1400.85,2,Y
701660,2024-09-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2161.0,846.27,1,Y
700747,2024-03-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2141.0,957.77,1,Y
704250,2025-07-28,EU Direct (Dublin-Cherbourg),Celtic Sealink,2019.0,1207.25,2,Y
700682,2025-01-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2217.0,928.86,2,Y
701153,2024-04-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2161.0,772.36,1,Y
701534,2025-05-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1299.0,468.15,1,Y
703780,2025-09-17,EU Direct (Dublin-Cherbourg), Celtic Sealink ,2335.0,1337.98,2,Y
704629,2025-08-26,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2749.0,1696.97,2,Y
702071,2025-07-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,735.0,307.95,1,Y
702777,2024-12-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2874.0,1258.19,1,Y
702651,2025-04-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1607.0,585.18,1,N
700987,2025-06-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2951.0,1235.9,1,N
703814,2024-03-05,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1564.0,1061.73,2,Y
703415,2024-12-24,EU Direct (Dublin-Cherbourg),Celtic Sealink,2606.0,1469.05,3,Y
701455,2025-11-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1755.0,675.79,2,Y
702912,2025-01-30,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2168.0,1488.29,2,N
705992,2025-12-27,EU Direct (Rosslare-Dunkirk),nordic freight lines,1481.0,739.64,2,Y
703609,2024-06-15,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3724.0,2590.07,2,N
702140,2024-07-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2121.0,941.98,1,N
705730,2024-01-18,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1618.0,864.1,1,Y
701010,2025-06-22,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1009.0,422.11,1,Y
704973,2025-11-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2014.0,1006.22,1,N
703762,2024-10-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,3706.0,2252.39,1,Y
704132,2025-01-08,EU Direct (Dublin-Cherbourg),Celtic Sealink,1701.0,1007.54,3,N
703305,2025-03-20,EU Direct (Dublin-Cherbourg),Celtic Sealink,2018.0,1205.93,3,Y
703172,2024-08-15,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,909.0,617.25,2,Y
705146,2024-11-14,EU Direct (Rosslare-Dunkirk),ATLANTIC CARGO FERRIES,1536.0,906.12,2,Y
704932,2024-06-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3597.0,2199.31,1,Y
705953,2025-01-25,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2142.0,1052.21,2,Y
704587,2024-02-13,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1713.0,1160.82,2,Y
702923,2024-10-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,548.0,303.54,2,Y
705693,2025-05-17,EU Direct (Rosslare-Dunkirk),nordic freight lines,1835.0,882.25,2,Y
703761,2025-03-07,EU Direct (Dublin-Cherbourg),Celtic Sealink,1531.0,945.2,2,Y
705739,2025-12-24,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1320.0,791.95,2,Y
704997,2025-01-23,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2310.0,1362.54,2,Y
703577,2025-08-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2403.0,1680.8,2,Y
705690,2024-09-17,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1093.0,561.08,2,Y
700899,2024-10-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,635.0,260.57,1,Y
704866,2024-12-14,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,139.0,69.47,2,Y
702309,2025-01-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1504.0,554.11,1,Y
705527,2024-02-24,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2453.0,1189.43,2,Y
703737,2024-09-16,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3514.0,2329.22,2,Y
705780,2024-02-10,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2368.0,1556.25,2,Y
704002,2025-12-05,EU Direct (Dublin-Cherbourg),Celtic Sealink,850.0,512.38,2,Y
700282,2024-03-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2491.0,980.34,1,Y
703137,2024-12-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,3049.0,1807.56,2,Y
704407,2025-08-31,EU Direct (Dublin-Cherbourg),Celtic Sealink,1334.0,729.45,2,Y
700362,2024-08-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,757.0,309.09,1,Y
704249,2025-05-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3084.0,1915.52,2,Y
702241,2024-09-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1971.0,830.17,1,Y
704836,2025-03-18,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2181.0,1074.68,2,N
700094,2025-06-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1298.0,517.56,1,Y
704895,2025-05-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,771.0,496.01,2,Y
700174,2024-10-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1341.0,574.51,1,Y
700123,2024-07-30,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2322.0,914.81,2,Y
700039,2025-08-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2162.0,789.48,1,Y
705252,2024-12-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1184.0,731.01,2,Y
704940,2025-02-26,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2499.0,1454.74,2,Y
704003,2025-03-30,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1640.0,1006.11,3,Y
704328,2025-05-16,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2013.0,1330.96,2,Y
704394,2025-06-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2180.0,1352.03,2,N
702852,2025-09-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2964.0,1191.38,1,Y
700360,2025-10-13,UK Landbridge (Dublin-Holyhead),nordic freight lines,2170.0,847.71,1,Y
702653,2025-11-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2808.0,1136.4,1,Y
705425,2024-11-27,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2656.0,1666.63,1,Y
703654,2025-05-14,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2820.0,1966.43,3,N
700331,2024-07-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2532.0,1050.31,1,Y
705945,2025-11-12,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1761.0,1141.63,3,Y
700516,2024-01-30,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1505.0,614.62,1,Y
703071,2024-12-24,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2894.0,1898.83,2,Y
705432,2024-06-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1423.0,923.84,2,Y
705742,2024-09-10,EU Direct (Rosslare-Dunkirk), Atlantic Cargo Ferries ,1847.0,1087.53,2,Y
703022,2024-12-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3049.0,1863.24,1,Y
700337,2024-09-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2212.0,944.74,1,Y
701904,2024-07-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3437.0,1238.62,1,Y
700732,2025-07-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,767.0,314.45,1,Y
700911,2025-05-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1677.0,639.75,1,Y
701017,2024-08-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1394.0,510.1,2,Y
703763,2025-11-20,EU Direct (Dublin-Cherbourg), Atlantic Cargo Ferries ,1758.0,1216.49,3,Y
704400,2025-06-29,EU Direct (Dublin-Cherbourg),Celtic Sealink,1859.0,1072.08,2,Y
702824,2024-12-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3660.0,1403.17,,Y
703561,2024-06-19,EU Direct (Dublin-Cherbourg),Celtic Sealink,272.0,163.5,1,Y
700719,2025-05-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1554.0,597.73,1,Y
703883,2025-03-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2924.0,2054.57,1,Y
702406,2025-10-31,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2016.0,786.23,1,Y
703728,2025-12-23,EU Direct (Dublin-Cherbourg),ATLANTIC CARGO FERRIES,1473.0,960.46,2,Y
701057,2024-09-07,UK Landbridge (Dublin-Holyhead),NORDIC FREIGHT LINES,3728.0,1430.58,1,Y
704241,2024-12-16,EU Direct (Dublin-Cherbourg), Celtic Sealink ,2049.0,1254.89,2,Y
703459,2024-04-06,EU Direct (Dublin-Cherbourg),Celtic Sealink,1333.0,756.76,2,Y
701518,2024-11-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2083.0,753.91,1,Y
705333,2024-12-20,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1660.0,784.82,2,Y
705260,2025-01-15,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2605.0,1563.15,2,Y
700859,2024-03-01,UK Landbridge (Dublin-Holyhead),celtic sealink,3046.0,1302.98,1,Y
701998,2025-01-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1473.0,664.69,1,Y
705644,2025-03-26,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,954.0,444.31,2,Y
701431,2025-06-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2847.0,1111.48,1,N
704816,2025-01-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1946.0,1283.01,2,Y
703675,2025-07-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,2991.0,1637.58,2,Y
704493,2025-01-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,2329.0,1419.25,2,Y
702678,2025-05-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2001.0,795.24,1,Y
701008,2025-10-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,719.0,289.12,1,Y
705018,2025-04-27,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1610.0,766.27,2,Y
703948,2025-02-13,EU Direct (Dublin-Cherbourg),Celtic Sealink,2423.0,1421.34,2,Y
700765,2024-06-22,UK Landbridge (Dublin-Holyhead), Celtic Sealink ,2569.0,1118.06,1,Y
702035,2025-07-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1561.0,620.39,1,Y
704033,2025-01-10,EU Direct (Dublin-Cherbourg),Celtic Sealink,2243.0,1337.48,3,Y
700697,2024-04-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1749.0,786.75,1,Y
701722,2025-04-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1843.0,716.69,1,Y
700730,2024-10-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2294.0,808.76,1,Y
704190,2025-07-30,EU Direct (Dublin-Cherbourg),Celtic Sealink,-2525.0,1367.19,1,N
701679,2025-09-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1235.0,468.93,1,Y
704329,2025-10-28,EU Direct (Dublin-Cherbourg),Celtic Sealink,2072.0,1244.34,2,N
700159,2025-09-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,605.0,236.36,1,Y
704596,2024-02-14,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1167.0,773.32,1,Y
701567,2024-11-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1244.0,484.85,1,Y
705332,2024-08-31,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2166.0,1139.4,2,Y
700226,2024-04-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2613.0,1155.69,1,Y
703272,2024-02-28,EU Direct (Dublin-Cherbourg),CELTIC SEALINK,1763.0,1055.93,3,Y
704793,2025-09-24,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2164.0,1050.48,2,Y
700867,2024-05-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1853.0,663.68,1,Y
703506,2025-01-03,EU Direct (Dublin-Cherbourg),ATLANTIC CARGO FERRIES,2988.0,1861.0,3,N
705797,2025-02-04,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2229.0,1446.61,2,N
701134,2024-08-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1121.0,464.84,1,Y
702044,2025-12-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1171.0,475.29,1,Y
703310,2025-04-16,EU Direct (Dublin-Cherbourg),Celtic Sealink,1037.0,644.88,2,Y
700945,2024-02-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3151.0,1375.71,1,Y
701942,2024-07-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2571.0,1096.48,2,Y
701081,2025-09-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3138.0,1270.45,2,Y
703189,2024-08-31,EU Direct (Dublin-Cherbourg),Celtic Sealink,1590.0,978.54,2,Y
