ShipmentID,ShipDate,Route,Carrier,WeightKg,Cost,TransitDays,OnTime,CostPerKg,Month,OnTimeFlag
702889,2024-02-28,EU Direct (Dublin-Cherbourg),Celtic Sealink,1054.0,613.88,2,Y,0.582,2024-02,1
702230,2024-02-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1634.0,643.15,1,Y,0.394,2024-02,1
705113,2024-02-28,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2102.0,1055.92,2,Y,0.502,2024-02,1
701953,2024-02-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2149.0,780.26,1,Y,0.363,2024-02,1
704676,2024-02-28,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1395.0,732.79,2,Y,0.525,2024-02,1
704991,2024-02-28,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1546.0,901.34,2,Y,0.583,2024-02,1
700092,2024-02-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1436.0,505.89,1,Y,0.352,2024-02,1
701136,2024-02-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2060.0,779.26,2,Y,0.378,2024-02,1
703241,2024-02-29,EU Direct (Dublin-Cherbourg),Celtic Sealink,2080.0,1151.32,2,Y,0.554,2024-02,1
704697,2024-02-29,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,920.0,540.42,2,Y,0.587,2024-02,1
702612,2024-02-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2719.0,1137.19,1,Y,0.418,2024-02,1
703985,2024-02-29,EU Direct (Dublin-Cherbourg),Celtic Sealink,878.0,489.72,2,Y,0.558,2024-02,1
701306,2024-02-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1634.0,698.73,1,Y,0.428,2024-02,1
701795,2024-03-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1709.0,632.13,1,N,0.37,2024-03,0
700825,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1802.0,700.85,1,Y,0.389,2024-03,1
700858,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3252.0,1309.08,1,Y,0.403,2024-03,1
702447,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1295.0,583.66,1,Y,0.451,2024-03,1
704996,2024-03-01,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,475.0,288.53,2,N,0.607,2024-03,0
701150,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2422.0,964.31,1,Y,0.398,2024-03,1
700859,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3046.0,1302.98,1,Y,0.428,2024-03,1
705141,2024-03-01,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2550.0,1577.13,2,Y,0.618,2024-03,1
702960,2024-03-01,EU Direct (Dublin-Cherbourg),Celtic Sealink,1090.0,592.94,2,Y,0.544,2024-03,1
703239,2024-03-02,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1334.0,895.43,2,Y,0.671,2024-03,1
701619,2024-03-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,418.0,161.93,1,Y,0.387,2024-03,1
701407,2024-03-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2752.0,1120.41,1,N,0.407,2024-03,0
705782,2024-03-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,378.0,201.02,2,Y,0.532,2024-03,1
704035,2024-03-02,EU Direct (Dublin-Cherbourg),Celtic Sealink,2660.0,1461.94,2,Y,0.55,2024-03,1
705502,2024-03-02,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2563.0,1590.11,2,Y,0.62,2024-03,1
700295,2024-03-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1507.0,549.75,1,Y,0.365,2024-03,1
700154,2024-03-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50.0,18.45,1,Y,0.369,2024-03,1
705169,2024-03-03,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1482.0,783.9,2,Y,0.529,2024-03,1
701611,2024-03-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1543.0,682.06,1,Y,0.442,2024-03,1
702806,2024-03-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2211.0,825.59,2,Y,0.373,2024-03,1
702164,2024-03-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,609.0,258.71,1,Y,0.425,2024-03,1
704532,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,950.0,556.1,2,Y,0.585,2024-03,1
704934,2024-03-04,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,932.0,455.79,2,Y,0.489,2024-03,1
703944,2024-03-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1089.0,672.93,2,N,0.618,2024-03,0
703877,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2691.0,1561.24,2,Y,0.58,2024-03,1
704262,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2624.0,1533.35,2,Y,0.584,2024-03,1
702139,2024-03-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1034.0,455.66,1,Y,0.441,2024-03,1
703170,2024-03-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1628.0,1084.08,2,Y,0.666,2024-03,1
703477,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,1316.0,820.84,2,Y,0.624,2024-03,1
702962,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2354.0,1428.82,2,Y,0.607,2024-03,1
703925,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2407.0,1378.28,3,Y,0.573,2024-03,1
701902,2024-03-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2148.0,847.54,1,Y,0.395,2024-03,1
705025,2024-03-04,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1434.0,714.81,1,Y,0.498,2024-03,1
700088,2024-03-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1803.0,754.97,1,Y,0.419,2024-03,1
700666,2024-03-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2113.0,791.24,1,Y,0.374,2024-03,1
704176,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,552.0,296.03,3,Y,0.536,2024-03,1
703173,2024-03-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,2443.0,1342.35,3,Y,0.549,2024-03,1
700417,2024-03-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50.0,19.74,1,Y,0.395,2024-03,1
703814,2024-03-05,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1564.0,1061.73,2,Y,0.679,2024-03,1
703733,2024-03-05,EU Direct (Dublin-Cherbourg),Celtic Sealink,1860.0,1096.4,2,Y,0.589,2024-03,1
702277,2024-03-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,971.0,369.22,1,Y,0.38,2024-03,1
704615,2024-03-05,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2187.0,1426.22,2,Y,0.652,2024-03,1
700165,2024-03-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3457.0,1541.52,1,Y,0.446,2024-03,1
701845,2024-03-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1741.0,639.44,1,Y,0.367,2024-03,1
705318,2024-03-05,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,829.0,536.33,2,Y,0.647,2024-03,1
702767,2024-03-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1839.0,708.43,1,Y,0.385,2024-03,1
701847,2024-03-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,736.0,311.88,1,Y,0.424,2024-03,1
701435,2024-03-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,820.0,368.49,1,Y,0.449,2024-03,1
703662,2024-03-05,EU Direct (Dublin-Cherbourg),Celtic Sealink,1762.0,1097.54,1,Y,0.623,2024-03,1
700518,2024-03-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,452.0,175.38,1,Y,0.388,2024-03,1
704491,2024-03-06,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,963.0,624.76,2,Y,0.649,2024-03,1
705680,2024-03-06,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2906.0,1726.45,2,Y,0.594,2024-03,1
705189,2024-03-06,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1048.0,503.79,2,Y,0.481,2024-03,1
705504,2024-03-06,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1241.0,606.87,3,Y,0.489,2024-03,1
700705,2024-03-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1547.0,632.24,1,Y,0.409,2024-03,1
705685,2024-03-06,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1734.0,1084.8,2,N,0.626,2024-03,0
705807,2024-03-06,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3360.0,1623.99,2,Y,0.483,2024-03,1
704388,2024-03-06,EU Direct (Dublin-Cherbourg),Celtic Sealink,106.0,61.66,2,Y,0.582,2024-03,1
704398,2024-03-06,EU Direct (Dublin-Cherbourg),Celtic Sealink,789.0,465.74,1,Y,0.59,2024-03,1
705129,2024-03-06,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1795.0,1135.75,2,Y,0.633,2024-03,1
703606,2024-03-07,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2656.0,1658.61,2,Y,0.624,2024-03,1
700883,2024-03-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1581.0,579.59,1,Y,0.367,2024-03,1
703519,2024-03-07,EU Direct (Dublin-Cherbourg),Celtic Sealink,1941.0,1056.76,3,Y,0.544,2024-03,1
701549,2024-03-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2954.0,1192.66,1,Y,0.404,2024-03,1
703106,2024-03-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3163.0,2184.36,2,Y,0.691,2024-03,1
705563,2024-03-08,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1215.0,786.54,2,Y,0.647,2024-03,1
705045,2024-03-08,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1685.0,845.78,3,Y,0.502,2024-03,1
705104,2024-03-08,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2708.0,1407.66,2,Y,0.52,2024-03,1
704153,2024-03-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2687.0,1917.42,2,Y,0.714,2024-03,1
701532,2024-03-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1197.0,475.12,2,Y,0.397,2024-03,1
704144,2024-03-09,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1059.0,671.81,2,Y,0.634,2024-03,1
703692,2024-03-09,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2507.0,1651.85,2,N,0.659,2024-03,0
700361,2024-03-09,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1186.0,474.34,1,Y,0.4,2024-03,1
701573,2024-03-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2601.0,1036.95,1,Y,0.399,2024-03,1
701244,2024-03-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,681.0,264.19,2,Y,0.388,2024-03,1
703856,2024-03-10,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1507.0,1057.07,2,Y,0.701,2024-03,1
703624,2024-03-10,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3063.0,2078.64,2,Y,0.679,2024-03,1
702771,2024-03-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2026.0,896.86,1,Y,0.443,2024-03,1
701434,2024-03-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3151.0,1384.71,1,Y,0.439,2024-03,1
704183,2024-03-10,EU Direct (Dublin-Cherbourg),Celtic Sealink,301.0,168.82,2,N,0.561,2024-03,0
703830,2024-03-10,EU Direct (Dublin-Cherbourg),Celtic Sealink,2865.0,1534.88,2,Y,0.536,2024-03,1
700016,2024-03-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2521.0,1084.83,1,Y,0.43,2024-03,1
702604,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50.0,18.75,1,Y,0.375,2024-03,1
704428,2024-03-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,1971.0,1147.79,2,Y,0.582,2024-03,1
702647,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1279.0,523.98,1,Y,0.41,2024-03,1
700017,2024-03-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1682.0,656.76,1,Y,0.39,2024-03,1
701508,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1003.0,374.71,1,Y,0.374,2024-03,1
704046,2024-03-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,2414.0,1475.49,2,Y,0.611,2024-03,1
705556,2024-03-11,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2359.0,1559.46,2,Y,0.661,2024-03,1
702201,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1289.0,463.14,2,Y,0.359,2024-03,1
700744,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,735.0,291.37,1,Y,0.396,2024-03,1
700469,2024-03-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,965.0,362.41,1,Y,0.376,2024-03,1
703530,2024-03-12,EU Direct (Dublin-Cherbourg),Celtic Sealink,729.0,397.2,2,Y,0.545,2024-03,1
701729,2024-03-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1642.0,708.09,1,Y,0.431,2024-03,1
701198,2024-03-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3988.0,1604.24,1,Y,0.402,2024-03,1
705805,2024-03-12,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2189.0,1481.7,3,Y,0.677,2024-03,1
704350,2024-03-12,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2309.0,1584.52,2,Y,0.686,2024-03,1
702388,2024-03-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1746.0,689.05,1,Y,0.395,2024-03,1
700477,2024-03-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1439.0,615.25,1,Y,0.428,2024-03,1
700051,2024-03-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1602.0,701.05,1,Y,0.438,2024-03,1
701288,2024-03-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1211.0,500.4,1,Y,0.413,2024-03,1
705941,2024-03-13,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1306.0,646.12,2,Y,0.495,2024-03,1
702553,2024-03-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2302.0,934.23,1,Y,0.406,2024-03,1
704512,2024-03-13,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1277.0,804.68,2,Y,0.63,2024-03,1
705837,2024-03-13,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1907.0,878.75,2,Y,0.461,2024-03,1
701307,2024-03-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1845.0,747.35,1,N,0.405,2024-03,0
702045,2024-03-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1292.0,520.36,1,Y,0.403,2024-03,1
700199,2024-03-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1157.0,510.83,1,Y,0.442,2024-03,1
704547,2024-03-14,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1816.0,1194.29,2,N,0.658,2024-03,0
700528,2024-03-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3424.0,1373.57,2,Y,0.401,2024-03,1
701482,2024-03-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2135.0,755.35,2,Y,0.354,2024-03,1
702677,2024-03-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1584.0,633.41,1,Y,0.4,2024-03,1
702497,2024-03-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,491.0,189.33,1,Y,0.386,2024-03,1
703522,2024-03-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,812.0,443.8,2,Y,0.547,2024-03,1
702786,2024-03-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1550.0,609.66,1,Y,0.393,2024-03,1
702778,2024-03-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1539.0,650.53,1,N,0.423,2024-03,0
700924,2024-03-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1021.0,450.39,1,Y,0.441,2024-03,1
703056,2024-03-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,2235.0,1389.24,2,Y,0.622,2024-03,1
703520,2024-03-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,1340.0,832.06,2,Y,0.621,2024-03,1
700784,2024-03-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2162.0,771.96,1,Y,0.357,2024-03,1
700925,2024-03-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1677.0,694.83,1,Y,0.414,2024-03,1
701115,2024-03-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1994.0,790.51,1,Y,0.396,2024-03,1
702149,2024-03-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2647.0,1149.42,1,N,0.434,2024-03,0
702499,2024-03-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1073.0,477.31,1,Y,0.445,2024-03,1
702487,2024-03-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2531.0,1009.54,1,Y,0.399,2024-03,1
701771,2024-03-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2634.0,976.32,1,Y,0.371,2024-03,1
705733,2024-03-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1346.0,700.14,2,Y,0.52,2024-03,1
700680,2024-03-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2129.0,936.22,1,Y,0.44,2024-03,1
702194,2024-03-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2955.0,1173.34,1,Y,0.397,2024-03,1
701085,2024-03-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,4027.0,1652.43,1,N,0.41,2024-03,0
700314,2024-03-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2660.0,1087.86,1,Y,0.409,2024-03,1
705488,2024-03-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3536.0,2241.03,2,Y,0.634,2024-03,1
702182,2024-03-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2356.0,927.57,1,Y,0.394,2024-03,1
702951,2024-03-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2156.0,1436.05,2,Y,0.666,2024-03,1
701337,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1348.0,523.38,1,Y,0.388,2024-03,1
702734,2024-03-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50.0,21.55,1,N,0.431,2024-03,0
701551,2024-03-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2310.0,956.05,1,Y,0.414,2024-03,1
705731,2024-03-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3015.0,1751.79,2,Y,0.581,2024-03,1
700708,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1932.0,740.14,1,Y,0.383,2024-03,1
701717,2024-03-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2061.0,895.41,1,Y,0.434,2024-03,1
700380,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2523.0,918.6,1,Y,0.364,2024-03,1
705403,2024-03-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1557.0,1054.29,1,Y,0.677,2024-03,1
701015,2024-03-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2673.0,1063.6,1,Y,0.398,2024-03,1
702003,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2506.0,1007.82,1,Y,0.402,2024-03,1
700315,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1369.0,553.91,1,Y,0.405,2024-03,1
703291,2024-03-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1965.0,1272.88,2,Y,0.648,2024-03,1
701202,2024-03-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2209.0,864.92,1,Y,0.392,2024-03,1
703826,2024-03-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1383.0,896.66,1,N,0.648,2024-03,0
703101,2024-03-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1300.0,867.92,2,Y,0.668,2024-03,1
702959,2024-03-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2118.0,1299.9,2,Y,0.614,2024-03,1
700694,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1179.0,531.87,1,N,0.451,2024-03,0
702372,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1423.0,622.33,1,Y,0.437,2024-03,1
704914,2024-03-19,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1127.0,530.26,2,N,0.471,2024-03,0
705053,2024-03-19,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,50.0,24.84,3,Y,0.497,2024-03,1
703295,2024-03-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2901.0,1828.84,2,Y,0.63,2024-03,1
704454,2024-03-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1643.0,1029.65,2,Y,0.627,2024-03,1
700714,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1234.0,542.05,1,Y,0.439,2024-03,1
700555,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1409.0,571.12,1,Y,0.405,2024-03,1
705266,2024-03-19,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1313.0,817.86,2,Y,0.623,2024-03,1
703879,2024-03-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1047.0,637.54,2,Y,0.609,2024-03,1
703833,2024-03-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3388.0,2123.56,2,Y,0.627,2024-03,1
700587,2024-03-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1872.0,672.15,1,N,0.359,2024-03,0
703388,2024-03-20,EU Direct (Dublin-Cherbourg),Celtic Sealink,50.0,29.69,2,Y,0.594,2024-03,1
702240,2024-03-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,112.0,46.05,1,Y,0.411,2024-03,1
701099,2024-03-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2645.0,1197.13,1,N,0.453,2024-03,0
702192,2024-03-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,467.0,166.7,1,Y,0.357,2024-03,1
705854,2024-03-20,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1719.0,865.85,2,Y,0.504,2024-03,1
702108,2024-03-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3100.0,1211.61,1,Y,0.391,2024-03,1
704564,2024-03-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1213.0,664.98,1,Y,0.548,2024-03,1
700282,2024-03-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2491.0,980.34,1,Y,0.394,2024-03,1
705928,2024-03-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1548.0,812.6,2,Y,0.525,2024-03,1
703274,2024-03-22,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1799.0,1184.83,2,Y,0.659,2024-03,1
704256,2024-03-22,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,50.0,32.65,2,Y,0.653,2024-03,1
701247,2024-03-22,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2537.0,983.59,1,Y,0.388,2024-03,1
701035,2024-03-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1244.0,440.4,2,Y,0.354,2024-03,1
701626,2024-03-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2584.0,1036.05,1,Y,0.401,2024-03,1
704552,2024-03-22,EU Direct (Dublin-Cherbourg),Celtic Sealink,1532.0,934.9,2,Y,0.61,2024-03,1
704188,2024-03-22,EU Direct (Dublin-Cherbourg),Celtic Sealink,3023.0,1849.45,2,Y,0.612,2024-03,1
703146,2024-03-22,EU Direct (Dublin-Cherbourg),Celtic Sealink,2168.0,1323.65,2,Y,0.611,2024-03,1
704588,2024-03-22,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2695.0,1761.63,2,Y,0.654,2024-03,1
701817,2024-03-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2632.0,1042.08,1,Y,0.396,2024-03,1
704761,2024-03-23,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3149.0,2076.45,3,N,0.659,2024-03,0
700589,2024-03-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1582.0,643.31,1,N,0.407,2024-03,0
702024,2024-03-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2028.0,799.41,1,Y,0.394,2024-03,1
701603,2024-03-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2753.0,1082.1,1,Y,0.393,2024-03,1
705300,2024-03-23,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2440.0,1281.6,2,Y,0.525,2024-03,1
700389,2024-03-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,956.0,390.55,1,Y,0.409,2024-03,1
703288,2024-03-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,2158.0,1268.72,2,N,0.588,2024-03,0
705609,2024-03-23,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,50.0,26.29,2,Y,0.526,2024-03,1
701047,2024-03-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2496.0,964.9,1,Y,0.387,2024-03,1
702588,2024-03-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1598.0,637.04,1,Y,0.399,2024-03,1
703539,2024-03-23,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2244.0,1386.16,1,Y,0.618,2024-03,1
704593,2024-03-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,1377.0,782.22,2,Y,0.568,2024-03,1
704504,2024-03-24,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1454.0,901.18,1,Y,0.62,2024-03,1
705577,2024-03-24,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1489.0,875.99,2,Y,0.588,2024-03,1
704484,2024-03-24,EU Direct (Dublin-Cherbourg),Celtic Sealink,1277.0,767.73,2,Y,0.601,2024-03,1
702695,2024-03-24,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,466.0,175.36,1,Y,0.376,2024-03,1
700990,2024-03-24,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1945.0,700.47,1,Y,0.36,2024-03,1
705068,2024-03-24,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2197.0,1012.21,3,Y,0.461,2024-03,1
702057,2024-03-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1856.0,814.13,1,Y,0.439,2024-03,1
700467,2024-03-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1226.0,519.97,1,Y,0.424,2024-03,1
703278,2024-03-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2779.0,1791.26,2,Y,0.645,2024-03,1
